student_id,internship_id,skills,req_skills,gpa,stipend,match,accept
S00307,I018,backend python excel frontend,java backend networking,7.61,5000,1,0
S01277,I037,autocad excel frontend networking design,java manufacturing,7.29,5000,0,0
S01806,I010,communication excel networking writing sql,manufacturing design backend,6.76,5500,1,0
S01443,I015,autocad sql manufacturing ml writing analysis,frontend analysis,8.62,5500,1,0
S00592,I032,cloud analysis writing,sql frontend manufacturing,7.72,5000,0,0
S00827,I024,sql backend networking frontend ml,autocad analysis writing python backend,8.04,5000,0,0
S00375,I009,writing manufacturing excel backend autocad ml,sql excel analysis python,7.21,5500,1,1
S00021,I027,python autocad presentation analysis,communication design networking,8.4,4500,0,0
S00816,I034,presentation design autocad analysis cloud,python networking,8.06,5000,0,0
S00986,I002,design communication presentation sql backend java,python sql,8.69,5500,0,0
S01724,I039,frontend communication sql,cloud ml writing,6.72,4500,0,0
S00032,I016,autocad manufacturing ml frontend,backend networking,7.08,5000,0,0
S01583,I011,python communication presentation design,presentation communication excel ml cloud,7.1,5500,0,0
S01261,I004,cloud writing excel autocad,excel sql design autocad,8.32,4500,0,0
S00773,I036,analysis design python communication,frontend autocad,6.0,5500,1,0
S00075,I007,manufacturing java backend design cloud python,cloud networking backend communication ml,9.04,4500,0,0
S01984,I015,java ml frontend,frontend analysis,9.29,5500,0,0
S00607,I014,analysis communication manufacturing python writing cloud,analysis ml networking python,8.69,5000,0,0
S00537,I010,java networking python cloud writing analysis,manufacturing design backend,6.89,5500,0,0
S01418,I037,java writing excel design frontend python,java manufacturing,6.83,5000,0,0
S01982,I013,networking backend analysis,excel backend,5.0,5500,0,0
S00307,I040,backend python excel frontend,java cloud,7.61,4500,1,0
S00916,I026,java communication networking cloud ml,networking analysis sql manufacturing cloud,9.76,4500,0,0
S00638,I037,communication networking sql writing cloud autocad,java manufacturing,7.41,5000,0,0
S00261,I001,sql backend manufacturing networking,java writing sql,5.23,5000,0,0
S00009,I035,excel autocad java,java autocad communication sql,7.77,4500,0,0
S00603,I010,communication writing backend manufacturing networking,manufacturing design backend,6.97,5500,0,0
S01415,I036,sql frontend presentation,frontend autocad,8.37,5500,0,0
S00403,I013,cloud sql python excel,excel backend,7.1,5500,0,0
S01706,I023,java ml cloud writing networking,manufacturing presentation design,5.0,5500,0,0
S00419,I013,communication manufacturing excel ml java writing,excel backend,7.84,5500,1,0
S01113,I023,ml analysis manufacturing writing python,manufacturing presentation design,8.66,5500,0,0
S00867,I023,communication manufacturing sql,manufacturing presentation design,6.24,5500,0,0
S00822,I016,analysis autocad cloud frontend communication,backend networking,7.2,5000,0,0
S01790,I010,communication backend design java,manufacturing design backend,6.67,5500,1,1
S01054,I027,design ml sql writing,communication design networking,6.37,4500,0,0
S00160,I013,manufacturing cloud ml python networking,excel backend,6.37,5500,0,0
S00506,I017,analysis backend sql autocad cloud,networking autocad,6.62,5000,0,0
S01314,I008,sql manufacturing autocad cloud java,networking ml manufacturing,9.47,5500,0,0
S01950,I019,manufacturing analysis writing ml sql,design writing java,9.59,5500,1,1
S00456,I040,manufacturing java sql design,java cloud,8.01,4500,0,0
S01684,I003,cloud writing sql,networking manufacturing frontend java python,7.72,5500,0,0
S01841,I036,manufacturing backend frontend presentation design,frontend autocad,7.75,5500,0,0
S00543,I006,manufacturing frontend autocad backend writing,sql backend,6.38,5000,0,0
S01007,I025,backend autocad presentation analysis manufacturing design,networking excel,9.27,5000,0,0
S00962,I013,excel ml design,excel backend,7.47,5500,1,0
S00549,I023,presentation design manufacturing backend communication cloud,manufacturing presentation design,5.82,5500,0,0
S01847,I036,autocad analysis java sql,frontend autocad,8.79,5500,1,0
S00714,I021,networking design java,ml writing,6.38,4500,1,0
S01422,I003,networking java ml,networking manufacturing frontend java python,8.1,5500,0,0
S01042,I011,ml python analysis excel manufacturing design,presentation communication excel ml cloud,7.58,5500,0,0
S00756,I010,presentation writing manufacturing,manufacturing design backend,7.29,5500,1,0
S00077,I022,analysis python excel cloud communication frontend,networking java,6.41,4500,0,0
S01276,I027,backend python manufacturing,communication design networking,6.04,4500,0,0
S01309,I029,manufacturing backend writing design java frontend,design java excel,7.08,5500,1,1
S01909,I008,python sql java writing cloud,networking ml manufacturing,8.45,5500,0,0
S00455,I009,networking cloud python design autocad presentation,sql excel analysis python,8.42,5500,1,0
S01971,I011,sql autocad networking presentation backend,presentation communication excel ml cloud,7.55,5500,0,0
S01153,I023,networking sql manufacturing excel communication,manufacturing presentation design,7.73,5500,0,0
S01504,I032,writing design sql cloud communication,sql frontend manufacturing,8.11,5000,0,0
S01320,I018,presentation backend ml design networking,java backend networking,8.36,5000,0,0
S00325,I006,presentation java analysis manufacturing design,sql backend,7.6,5000,0,0
S00625,I005,python java ml design cloud sql,presentation sql,7.58,4500,0,0
S01615,I024,cloud presentation autocad frontend excel,autocad analysis writing python backend,6.92,5000,0,0
S00506,I012,analysis backend sql autocad cloud,analysis frontend sql,6.62,4500,0,0
S01655,I015,java sql excel cloud presentation,frontend analysis,6.52,5500,1,0
S00192,I023,analysis autocad design writing networking,manufacturing presentation design,9.8,5500,1,0
S00935,I024,manufacturing frontend design java backend,autocad analysis writing python backend,6.79,5000,0,0
S01691,I032,python networking writing design communication cloud,sql frontend manufacturing,6.45,5000,0,0
S01214,I035,analysis presentation cloud sql communication autocad,java autocad communication sql,7.77,4500,0,0
S01162,I035,communication excel ml presentation python writing,java autocad communication sql,8.73,4500,1,0
S01086,I005,backend communication design,presentation sql,7.99,4500,1,0
S00391,I035,ml networking autocad cloud communication,java autocad communication sql,8.87,4500,1,1
S01831,I032,autocad sql networking,sql frontend manufacturing,8.16,5000,0,0
S00156,I018,autocad sql networking analysis,java backend networking,6.72,5000,0,0
S00553,I018,cloud ml autocad frontend java,java backend networking,6.12,5000,0,0
S00256,I029,python writing communication presentation,design java excel,8.29,5500,0,0
S01428,I010,presentation networking frontend,manufacturing design backend,7.16,5500,0,0
S01164,I032,frontend communication python cloud manufacturing,sql frontend manufacturing,7.67,5000,0,0
S00921,I007,python design frontend excel networking,cloud networking backend communication ml,7.63,4500,0,0
S00497,I037,networking excel writing,java manufacturing,6.89,5000,0,0
S01914,I029,autocad ml backend java,design java excel,9.14,5500,0,0
S00105,I012,analysis ml excel autocad cloud,analysis frontend sql,7.42,4500,0,0
S01995,I006,java communication analysis,sql backend,9.01,5000,0,0
S00217,I030,analysis frontend backend python,sql frontend,7.75,5500,0,0
S00109,I037,cloud frontend design backend communication,java manufacturing,8.19,5000,0,0
S00571,I006,communication cloud excel ml writing design,sql backend,6.44,5000,0,0
S01910,I024,sql presentation design,autocad analysis writing python backend,7.65,5000,0,0
S01733,I025,design analysis presentation,networking excel,7.75,5000,0,0
S01809,I021,sql communication design writing cloud backend,ml writing,9.33,4500,1,0
S01407,I018,networking communication python,java backend networking,6.9,5000,0,0
S00668,I035,ml design backend excel cloud,java autocad communication sql,6.04,4500,0,0
S00441,I036,presentation networking writing,frontend autocad,6.87,5500,0,0
S01324,I014,backend manufacturing sql,analysis ml networking python,8.43,5000,1,1
S01691,I010,python networking writing design communication cloud,manufacturing design backend,6.45,5500,1,0
S01329,I037,manufacturing frontend ml java python backend,java manufacturing,8.27,5000,0,0
S01517,I038,presentation networking analysis frontend cloud,cloud autocad analysis python sql,7.87,4500,0,0
S01273,I033,excel python networking writing design,backend excel java,9.67,5000,0,0
S00933,I036,frontend design ml,frontend autocad,7.57,5500,0,0
S00747,I027,analysis design presentation python,communication design networking,7.31,4500,0,0
S00116,I007,design sql analysis networking autocad,cloud networking backend communication ml,7.42,4500,0,0
S01219,I023,communication analysis python frontend,manufacturing presentation design,7.52,5500,0,0
S01216,I005,presentation communication writing design excel manufacturing,presentation sql,6.59,4500,0,0
S01794,I024,presentation frontend analysis sql,autocad analysis writing python backend,7.14,5000,0,0
S01343,I007,python communication writing,cloud networking backend communication ml,6.81,4500,1,0
S00389,I014,writing cloud autocad presentation manufacturing java,analysis ml networking python,7.22,5000,0,0
S00365,I006,cloud communication analysis java autocad manufacturing,sql backend,6.41,5000,0,0
S01467,I011,presentation python communication manufacturing excel cloud,presentation communication excel ml cloud,7.45,5500,0,0
S00352,I005,autocad frontend writing presentation,presentation sql,6.49,4500,1,1
S01805,I001,autocad excel presentation ml,java writing sql,6.45,5000,0,0
S01385,I037,ml networking manufacturing autocad analysis writing,java manufacturing,6.95,5000,0,0
S00010,I018,excel frontend design,java backend networking,5.4,5000,0,0
S00564,I028,excel manufacturing cloud writing presentation design,python design java presentation networking,6.75,4500,1,0
S00657,I017,python presentation design,networking autocad,9.28,5000,0,0
S00484,I036,java writing python backend networking,frontend autocad,7.76,5500,0,0
S00160,I016,manufacturing cloud ml python networking,backend networking,6.37,5000,0,0
S01997,I009,networking ml backend,sql excel analysis python,6.28,5500,0,0
S00308,I038,frontend ml manufacturing,cloud autocad analysis python sql,8.33,4500,0,0
S01644,I030,presentation autocad design communication,sql frontend,7.89,5500,0,0
S01063,I033,backend python sql,backend excel java,8.93,5000,0,0
S00831,I005,communication java presentation writing excel,presentation sql,7.94,4500,0,0
S00873,I038,communication writing networking,cloud autocad analysis python sql,7.25,4500,0,0
S01444,I001,design manufacturing communication sql analysis writing,java writing sql,9.8,5000,1,0
S01204,I020,python ml communication design presentation,networking excel,8.1,5000,0,0
S01427,I020,excel communication design writing,networking excel,7.9,5000,0,0
S01179,I017,backend excel python manufacturing,networking autocad,8.18,5000,1,0
S01825,I003,ml java cloud analysis writing,networking manufacturing frontend java python,7.7,5500,0,0
S00772,I004,frontend excel python sql,excel sql design autocad,5.87,4500,0,0
S00451,I038,excel java presentation design networking writing,cloud autocad analysis python sql,7.42,4500,0,0
S01893,I006,autocad backend frontend cloud presentation,sql backend,6.23,5000,0,0
S01052,I018,communication analysis design python,java backend networking,5.43,5000,0,0
S00039,I020,cloud presentation communication ml frontend writing,networking excel,6.97,5000,0,0
S00516,I014,writing analysis communication,analysis ml networking python,8.72,5000,1,1
S00667,I017,networking ml writing analysis backend design,networking autocad,6.8,5000,1,0
S01842,I004,cloud networking analysis java,excel sql design autocad,8.21,4500,1,1
S01230,I001,python design excel networking analysis,java writing sql,7.42,5000,0,0
S00578,I030,networking sql java frontend,sql frontend,6.75,5500,1,1
S01268,I027,python frontend excel networking presentation,communication design networking,8.48,4500,0,0
S01430,I016,design presentation backend analysis,backend networking,8.17,5000,1,0
S00836,I040,cloud ml manufacturing design python java,java cloud,10.0,4500,1,0
S01590,I024,frontend design manufacturing python,autocad analysis writing python backend,6.8,5000,1,0
S00888,I022,ml design analysis cloud,networking java,8.85,4500,0,0
S01114,I030,ml excel frontend,sql frontend,7.75,5500,1,1
S00686,I038,autocad cloud java manufacturing writing networking,cloud autocad analysis python sql,7.25,4500,1,1
S01949,I026,communication python cloud,networking analysis sql manufacturing cloud,9.37,4500,1,0
S00433,I022,backend java communication,networking java,8.07,4500,0,0
S00309,I008,presentation manufacturing writing ml analysis,networking ml manufacturing,6.77,5500,0,0
S00228,I009,writing python design autocad frontend cloud,sql excel analysis python,9.56,5500,1,1
S01234,I021,ml communication python frontend presentation networking,ml writing,7.7,4500,0,0
S01693,I031,frontend communication ml,communication sql,7.87,4500,0,0
S01815,I031,networking autocad communication,communication sql,7.81,4500,1,0
S01345,I034,excel autocad networking python ml backend,python networking,6.91,5000,0,0
S01975,I001,presentation java networking manufacturing autocad backend,java writing sql,8.84,5000,0,0
S00145,I021,java presentation manufacturing analysis,ml writing,6.63,4500,0,0
S01885,I011,analysis python cloud design,presentation communication excel ml cloud,7.19,5500,0,0
S01583,I020,python communication presentation design,networking excel,7.1,5000,0,0
S01517,I011,presentation networking analysis frontend cloud,presentation communication excel ml cloud,7.87,5500,0,0
S00722,I037,ml sql writing python,java manufacturing,7.96,5000,1,0
S00616,I011,excel manufacturing cloud design,presentation communication excel ml cloud,8.79,5500,1,1
S01649,I018,backend networking ml cloud writing frontend,java backend networking,7.29,5000,0,0
S01118,I033,analysis ml design python cloud,backend excel java,7.33,5000,0,0
S00978,I031,ml analysis java,communication sql,7.37,4500,0,0
S00750,I005,sql cloud design autocad backend python,presentation sql,7.49,4500,0,0
S00421,I036,ml java design,frontend autocad,7.69,5500,1,0
S01882,I009,writing autocad sql presentation,sql excel analysis python,7.23,5500,0,0
S00904,I036,frontend networking manufacturing communication backend sql,frontend autocad,7.46,5500,0,0
S00732,I017,communication python manufacturing backend analysis writing,networking autocad,7.66,5000,0,0
S01868,I004,backend autocad excel manufacturing analysis,excel sql design autocad,6.38,4500,0,0
S01945,I009,writing sql manufacturing ml communication,sql excel analysis python,5.0,5500,0,0
S00074,I038,analysis communication autocad backend sql,cloud autocad analysis python sql,8.33,4500,1,1
S01114,I011,ml excel frontend,presentation communication excel ml cloud,7.75,5500,0,0
S01758,I010,design manufacturing sql writing,manufacturing design backend,7.78,5500,1,0
S01707,I039,java networking sql python,cloud ml writing,8.82,4500,0,0
S00919,I024,frontend presentation manufacturing backend ml analysis,autocad analysis writing python backend,6.79,5000,0,0
S00141,I038,ml autocad python manufacturing presentation,cloud autocad analysis python sql,7.55,4500,1,0
S01769,I009,communication manufacturing ml,sql excel analysis python,8.02,5500,0,0
S01503,I036,python sql networking autocad design,frontend autocad,7.69,5500,0,0
S00022,I022,communication presentation writing cloud,networking java,6.16,4500,0,0
S00136,I017,analysis manufacturing cloud presentation,networking autocad,5.45,5000,0,0
S00677,I025,design networking writing,networking excel,8.33,5000,0,0
S00160,I013,manufacturing cloud ml python networking,excel backend,6.37,5500,0,0
S01320,I029,presentation backend ml design networking,design java excel,8.36,5500,1,0
S01804,I039,java manufacturing sql python excel,cloud ml writing,7.97,4500,1,1
S01761,I031,java communication presentation ml design autocad,communication sql,8.04,4500,1,1
S01750,I033,writing java ml networking,backend excel java,8.44,5000,1,0
S01699,I008,backend networking writing autocad,networking ml manufacturing,8.03,5500,0,0
S00516,I020,writing analysis communication,networking excel,8.72,5000,0,0
S01719,I005,backend cloud sql frontend excel,presentation sql,6.85,4500,0,0
S00269,I015,ml python design communication,frontend analysis,7.38,5500,0,0
S01100,I026,manufacturing excel networking sql,networking analysis sql manufacturing cloud,7.38,4500,1,0
S00032,I039,autocad manufacturing ml frontend,cloud ml writing,7.08,4500,1,0
S01830,I012,excel cloud presentation python communication backend,analysis frontend sql,6.69,4500,0,0
S01028,I018,backend autocad networking ml sql communication,java backend networking,6.67,5000,0,0
S00983,I013,analysis excel networking backend sql,excel backend,8.31,5500,0,0
S01615,I010,cloud presentation autocad frontend excel,manufacturing design backend,6.92,5500,0,0
S01118,I024,analysis ml design python cloud,autocad analysis writing python backend,7.33,5000,0,0
S01934,I008,presentation excel java writing,networking ml manufacturing,8.98,5500,0,0
S01927,I019,analysis backend python excel frontend ml,design writing java,6.08,5500,0,0
S00494,I004,manufacturing presentation autocad analysis,excel sql design autocad,8.81,4500,1,0
S00648,I013,backend java communication analysis cloud writing,excel backend,8.05,5500,0,0
S01232,I010,communication java sql,manufacturing design backend,9.8,5500,1,1
S01830,I032,excel cloud presentation python communication backend,sql frontend manufacturing,6.69,5000,1,1
S01823,I029,excel backend manufacturing communication networking,design java excel,8.61,5500,0,0
S01396,I021,excel networking ml sql manufacturing presentation,ml writing,6.14,4500,0,0
S01382,I028,cloud analysis backend autocad frontend manufacturing,python design java presentation networking,8.41,4500,0,0
S00761,I028,manufacturing excel autocad,python design java presentation networking,6.17,4500,1,0
S00155,I032,autocad backend frontend manufacturing presentation analysis,sql frontend manufacturing,8.89,5000,0,0
S01696,I024,manufacturing java design,autocad analysis writing python backend,6.55,5000,0,0
S00702,I031,analysis presentation backend design writing,communication sql,9.86,4500,0,0
S01906,I030,communication sql backend ml analysis,sql frontend,8.81,5500,0,0
S01288,I036,design writing sql frontend communication,frontend autocad,7.85,5500,0,0
S01501,I030,networking frontend python java analysis backend,sql frontend,6.78,5500,1,1
S00156,I015,autocad sql networking analysis,frontend analysis,6.72,5500,0,0
S01316,I031,manufacturing writing communication cloud,communication sql,7.96,4500,0,0
S01528,I007,excel ml cloud,cloud networking backend communication ml,8.7,4500,0,0
S01445,I035,manufacturing sql java networking,java autocad communication sql,9.56,4500,0,0
S00945,I019,backend ml writing java python sql,design writing java,8.81,5500,0,0
S00065,I012,manufacturing java python excel autocad writing,analysis frontend sql,7.78,4500,1,0
S01674,I022,backend java manufacturing,networking java,6.28,4500,0,0
S00525,I036,ml presentation networking communication,frontend autocad,7.71,5500,1,0
S01531,I026,communication backend presentation,networking analysis sql manufacturing cloud,7.11,4500,1,1
S00501,I039,networking excel writing,cloud ml writing,6.83,4500,0,0
S00542,I040,communication cloud autocad writing,java cloud,5.08,4500,0,0
S01617,I002,analysis frontend writing autocad cloud java,python sql,7.95,5500,0,0
S00874,I020,writing design python cloud excel,networking excel,6.44,5000,0,0
S00183,I037,frontend design python manufacturing,java manufacturing,8.1,5000,0,0
S00151,I036,presentation analysis java,frontend autocad,6.11,5500,0,0
S01534,I025,backend networking autocad writing communication,networking excel,5.96,5000,0,0
S00014,I017,frontend cloud ml excel design backend,networking autocad,7.25,5000,0,0
S00776,I033,presentation writing frontend analysis python,backend excel java,8.34,5000,0,0
S01234,I012,ml communication python frontend presentation networking,analysis frontend sql,7.7,4500,0,0
S00041,I025,design sql frontend writing backend excel,networking excel,8.39,5000,0,0
S01338,I022,ml communication analysis manufacturing,networking java,7.79,4500,0,0
S01329,I015,manufacturing frontend ml java python backend,frontend analysis,8.27,5500,0,0
S01047,I039,networking backend autocad writing ml manufacturing,cloud ml writing,8.55,4500,1,1
S01581,I021,networking excel writing ml design,ml writing,7.47,4500,1,1
S00168,I034,frontend ml excel communication networking,python networking,7.08,5000,1,1
S01791,I017,writing sql excel manufacturing cloud communication,networking autocad,8.57,5000,0,0
S01825,I020,ml java cloud analysis writing,networking excel,7.7,5000,0,0
S01554,I002,writing design networking autocad presentation analysis,python sql,6.23,5500,0,0
S00517,I015,autocad java analysis design writing networking,frontend analysis,8.4,5500,0,0
S01659,I013,cloud sql analysis ml java backend,excel backend,6.84,5500,0,0
S01684,I004,cloud writing sql,excel sql design autocad,7.72,4500,0,0
S00277,I008,sql design networking excel,networking ml manufacturing,6.92,5500,1,1
S01137,I015,ml presentation backend analysis sql cloud,frontend analysis,6.63,5500,1,0
S00989,I006,analysis autocad frontend writing backend,sql backend,7.48,5000,0,0
S00323,I014,backend frontend writing excel networking,analysis ml networking python,7.91,5000,0,0
S00021,I014,python autocad presentation analysis,analysis ml networking python,8.4,5000,0,0
S00487,I026,frontend sql networking ml,networking analysis sql manufacturing cloud,6.27,4500,1,1
S00934,I012,excel presentation java,analysis frontend sql,8.44,4500,0,0
S01061,I030,communication autocad ml,sql frontend,7.35,5500,0,0
S00182,I007,ml sql analysis networking frontend cloud,cloud networking backend communication ml,7.63,4500,1,0
S00503,I029,cloud presentation manufacturing frontend python autocad,design java excel,7.81,5500,0,0
S00706,I022,excel python networking communication,networking java,7.34,4500,0,0
S00902,I032,backend communication java cloud,sql frontend manufacturing,6.12,5000,0,0
S01579,I012,writing frontend backend python ml communication,analysis frontend sql,8.15,4500,0,0
S01980,I008,ml writing excel networking analysis,networking ml manufacturing,7.97,5500,1,1
S01703,I040,analysis design python java,java cloud,6.86,4500,1,0
S01161,I004,java backend cloud manufacturing,excel sql design autocad,6.6,4500,1,1
S00057,I027,sql python cloud java writing,communication design networking,6.73,4500,0,0
S01273,I003,excel python networking writing design,networking manufacturing frontend java python,9.67,5500,1,0
S01084,I028,java presentation design analysis,python design java presentation networking,7.13,4500,1,0
S00851,I035,cloud ml writing communication design frontend,java autocad communication sql,9.4,4500,0,0
S00824,I037,ml cloud frontend sql excel networking,java manufacturing,6.86,5000,0,0
S00804,I015,ml presentation java cloud networking,frontend analysis,8.09,5500,0,0
S01550,I010,presentation autocad sql java manufacturing frontend,manufacturing design backend,8.44,5500,0,0
S00654,I012,presentation java networking manufacturing communication,analysis frontend sql,6.24,4500,1,1
S00762,I013,analysis networking sql frontend presentation python,excel backend,8.16,5500,0,0
S01433,I039,manufacturing sql presentation python,cloud ml writing,7.04,4500,1,0
S00382,I025,ml python frontend sql autocad java,networking excel,6.28,5000,0,0
S00267,I034,ml autocad cloud networking python presentation,python networking,6.92,5000,0,0
S00891,I009,manufacturing writing presentation,sql excel analysis python,7.25,5500,0,0
S01781,I022,ml communication backend writing java design,networking java,6.83,4500,0,0
S00324,I030,frontend writing autocad backend networking,sql frontend,6.84,5500,0,0
S01931,I027,design cloud presentation autocad,communication design networking,7.78,4500,0,0
S00344,I009,writing communication analysis,sql excel analysis python,6.57,5500,0,0
S01515,I003,presentation excel networking sql communication autocad,networking manufacturing frontend java python,8.25,5500,1,0
S00256,I019,python writing communication presentation,design writing java,8.29,5500,0,0
S01061,I024,communication autocad ml,autocad analysis writing python backend,7.35,5000,0,0
S00876,I016,excel presentation ml backend,backend networking,9.2,5000,0,0
S01650,I028,frontend networking communication python,python design java presentation networking,7.43,4500,1,1
S01832,I011,frontend manufacturing python autocad design sql,presentation communication excel ml cloud,7.83,5500,0,0
S01333,I039,analysis presentation communication sql backend,cloud ml writing,6.97,4500,0,0
S01167,I001,backend analysis frontend autocad communication presentation,java writing sql,6.02,5000,0,0
S01191,I027,java analysis presentation writing,communication design networking,7.91,4500,0,0
S00079,I011,manufacturing sql python backend frontend excel,presentation communication excel ml cloud,5.79,5500,1,1
S01184,I003,presentation frontend ml communication java cloud,networking manufacturing frontend java python,6.16,5500,0,0
S01517,I036,presentation networking analysis frontend cloud,frontend autocad,7.87,5500,0,0
S01641,I001,backend communication sql analysis design,java writing sql,7.04,5000,0,0
S01807,I028,manufacturing analysis design sql autocad java,python design java presentation networking,8.49,4500,1,0
S01635,I017,sql frontend networking,networking autocad,5.21,5000,0,0
S01244,I014,networking cloud sql design,analysis ml networking python,8.01,5000,1,0
S01264,I024,design networking ml cloud,autocad analysis writing python backend,8.95,5000,1,1
S01314,I033,sql manufacturing autocad cloud java,backend excel java,9.47,5000,0,0
S00977,I037,analysis communication python backend excel,java manufacturing,8.72,5000,0,0
S00832,I038,ml manufacturing frontend autocad networking,cloud autocad analysis python sql,6.78,4500,0,0
S01694,I034,communication excel analysis,python networking,7.33,5000,0,0
S01363,I010,manufacturing java frontend sql design,manufacturing design backend,6.9,5500,0,0
S01580,I025,java backend frontend cloud excel writing,networking excel,6.89,5000,1,0
S00507,I022,excel cloud writing frontend sql java,networking java,7.46,4500,1,0
S00489,I021,writing java frontend autocad networking,ml writing,7.68,4500,1,0
S01154,I028,ml presentation frontend analysis,python design java presentation networking,6.96,4500,1,0
S01453,I035,writing autocad manufacturing frontend design python,java autocad communication sql,8.44,4500,0,0
S01800,I039,analysis design autocad excel backend python,cloud ml writing,6.82,4500,0,0
S00625,I037,python java ml design cloud sql,java manufacturing,7.58,5000,0,0
S00058,I035,python frontend java,java autocad communication sql,7.14,4500,1,0
S01793,I024,python presentation java cloud writing networking,autocad analysis writing python backend,6.29,5000,0,0
S00588,I011,communication presentation cloud ml,presentation communication excel ml cloud,8.2,5500,0,0
S01323,I037,python frontend excel sql java presentation,java manufacturing,8.27,5000,0,0
S00423,I022,backend design java ml python,networking java,6.91,4500,0,0
S01011,I007,java python design excel backend manufacturing,cloud networking backend communication ml,9.89,4500,1,0
S00274,I038,networking excel manufacturing communication ml java,cloud autocad analysis python sql,7.74,4500,0,0
S00375,I024,writing manufacturing excel backend autocad ml,autocad analysis writing python backend,7.21,5000,1,0
S01523,I025,design java excel manufacturing ml frontend,networking excel,7.87,5000,0,0
S00424,I008,cloud python presentation,networking ml manufacturing,6.64,5500,0,0
S01286,I014,presentation autocad writing analysis manufacturing,analysis ml networking python,6.32,5000,1,0
S00833,I025,networking backend manufacturing writing autocad ml,networking excel,8.86,5000,0,0
S00762,I030,analysis networking sql frontend presentation python,sql frontend,8.16,5500,1,0
S00735,I003,analysis excel frontend ml,networking manufacturing frontend java python,8.28,5500,0,0
S01043,I027,excel java networking presentation,communication design networking,7.69,4500,0,0
S01641,I011,backend communication sql analysis design,presentation communication excel ml cloud,7.04,5500,0,0
S00499,I034,frontend java networking,python networking,9.2,5000,0,0
S00153,I005,writing manufacturing analysis backend ml,presentation sql,9.83,4500,0,0
S01737,I025,excel autocad sql,networking excel,8.35,5000,0,0
S00889,I031,autocad java python writing design excel,communication sql,7.39,4500,0,0
S01461,I003,communication networking design,networking manufacturing frontend java python,7.44,5500,1,0
S01494,I031,python sql ml presentation communication design,communication sql,7.94,4500,0,0
S01221,I030,java networking communication ml excel,sql frontend,6.11,5500,0,0
S00962,I030,excel ml design,sql frontend,7.47,5500,0,0
S00559,I001,writing networking excel,java writing sql,7.72,5000,1,0
S00638,I028,communication networking sql writing cloud autocad,python design java presentation networking,7.41,4500,0,0
S01416,I027,presentation analysis design,communication design networking,7.87,4500,0,0
S00793,I032,communication java sql python,sql frontend manufacturing,9.87,5000,0,0
S01304,I036,backend frontend design,frontend autocad,6.61,5500,0,0
S01100,I004,manufacturing excel networking sql,excel sql design autocad,7.38,4500,0,0
S01700,I032,analysis writing sql,sql frontend manufacturing,5.8,5000,0,0
S01589,I015,presentation writing communication sql ml,frontend analysis,7.37,5500,0,0
S00584,I028,python analysis cloud,python design java presentation networking,8.52,4500,1,1
S01771,I023,cloud writing backend sql frontend networking,manufacturing presentation design,7.39,5500,0,0
S00268,I022,sql cloud networking backend java python,networking java,6.63,4500,0,0
S00113,I036,analysis frontend writing manufacturing ml,frontend autocad,7.25,5500,0,0
S00650,I029,frontend communication autocad backend,design java excel,7.44,5500,1,0
S01810,I034,excel ml analysis,python networking,9.18,5000,0,0
S01964,I002,manufacturing ml cloud excel,python sql,8.23,5500,0,0
S00493,I026,sql python networking java excel,networking analysis sql manufacturing cloud,6.8,4500,0,0
S00727,I028,autocad backend python,python design java presentation networking,6.69,4500,0,0
S00507,I023,excel cloud writing frontend sql java,manufacturing presentation design,7.46,5500,1,0
S01855,I001,backend excel manufacturing writing java,java writing sql,9.06,5000,0,0
S00475,I035,communication analysis java writing presentation,java autocad communication sql,6.93,4500,0,0
S01682,I021,python presentation cloud,ml writing,7.62,4500,1,1
S00441,I006,presentation networking writing,sql backend,6.87,5000,0,0
S00306,I023,sql autocad manufacturing backend java,manufacturing presentation design,8.33,5500,0,0
S00259,I023,cloud design excel,manufacturing presentation design,5.63,5500,0,0
S01215,I013,autocad ml java excel cloud python,excel backend,5.74,5500,0,0
S01597,I013,design cloud frontend,excel backend,7.44,5500,1,1
S01446,I003,java backend excel communication frontend python,networking manufacturing frontend java python,7.93,5500,0,0
S00261,I017,sql backend manufacturing networking,networking autocad,5.23,5000,0,0
S01928,I013,frontend autocad design,excel backend,6.91,5500,0,0
S01102,I016,communication ml cloud autocad networking writing,backend networking,8.01,5000,0,0
S01558,I002,excel analysis java frontend networking,python sql,7.0,5500,1,0
S01718,I019,presentation design manufacturing autocad,design writing java,7.27,5500,0,0
S00063,I012,design backend excel,analysis frontend sql,7.32,4500,1,0
S01719,I024,backend cloud sql frontend excel,autocad analysis writing python backend,6.85,5000,0,0
S00492,I029,autocad ml communication writing manufacturing sql,design java excel,6.92,5500,0,0
S01890,I035,manufacturing writing analysis frontend excel ml,java autocad communication sql,7.32,4500,0,0
S01854,I004,autocad writing excel ml communication,excel sql design autocad,7.18,4500,0,0
S00038,I008,java networking backend sql,networking ml manufacturing,7.16,5500,1,1
S01873,I026,design sql networking writing,networking analysis sql manufacturing cloud,8.71,4500,1,0
S00170,I002,java frontend design ml presentation,python sql,6.14,5500,0,0
S00872,I029,cloud manufacturing networking design,design java excel,9.54,5500,0,0
S00194,I012,analysis sql design,analysis frontend sql,8.37,4500,0,0
S00427,I023,python writing autocad communication frontend,manufacturing presentation design,8.63,5500,0,0
