student_id,internship_id,skills,req_skills_job,gpa,stipend_internship,reservation,gender,rural,match,accept
S00666,I009,financial_modeling sql excel surveying java,design autocad,6.15,5000,OBC,M,0,0,0
S03009,I006,seo java manufacturing financial_modeling analysis,manufacturing cad_modelling analysis design,7.48,5000,GEN,M,1,1,0
S01593,I022,financial_modeling communication,writing seo,7.39,5000,GEN,M,0,0,0
S00466,I048,presentation sql communication python social_media,ml java,6.69,5000,GEN,M,0,0,0
S01172,I058,cad_modelling analysis,cloud sql,6.9,5000,OBC,F,0,0,0
S03037,I001,frontend networking ml manufacturing financial_modeling,manufacturing design cad_modelling autocad,7.43,5000,GEN,M,0,0,0
S03175,I015,design presentation excel python financial_modeling,communication presentation excel,6.68,5000,GEN,F,0,0,0
S02148,I001,financial_modeling networking seo,manufacturing design cad_modelling autocad,7.81,5000,GEN,F,1,0,0
S03848,I043,manufacturing design social_media sql,presentation seo communication writing,8.83,5000,OBC,M,1,0,0
S02548,I012,analysis design cloud communication manufacturing,writing excel seo,6.1,5000,GEN,M,1,0,0
S00968,I045,communication excel java,communication analysis excel,5.65,5000,GEN,M,0,0,0
S00846,I006,seo presentation excel communication,manufacturing cad_modelling analysis design,6.39,5000,GEN,M,1,0,0
S02182,I052,design excel networking construction_management,cloud ml frontend,5.52,5000,GEN,M,1,0,0
S00297,I024,python cloud communication sql,python pcb_design design,5.6,5000,ST,F,1,0,0
S03537,I060,excel financial_modeling analysis seo communication,design pcb_design analysis python,7.97,5000,OBC,M,1,0,0
S00771,I020,analysis surveying autocad,financial_modeling excel presentation,7.95,5000,GEN,M,0,0,0
S02135,I005,networking pcb_design python writing,design analysis construction_management,7.18,5000,GEN,M,1,0,0
S02542,I048,networking python cloud pcb_design,ml java,6.93,5000,OBC,M,1,0,0
S03053,I014,analysis autocad surveying,backend python frontend,5.11,5000,GEN,M,1,0,0
S00029,I038,cloud design,sql analysis,6.54,5000,GEN,F,1,0,0
S02641,I006,manufacturing python ml social_media,manufacturing cad_modelling analysis design,6.77,5000,GEN,M,1,0,0
S02510,I056,frontend ml networking seo,ml networking python,7.66,5000,GEN,F,0,0,0
S03954,I034,autocad ml,design python manufacturing,8.35,5000,GEN,O,0,0,0
S00348,I007,analysis financial_modeling manufacturing,manufacturing design networking pcb_design,6.49,5000,SC,F,0,0,0
S00844,I015,frontend sql excel,communication presentation excel,7.39,5000,OBC,M,1,1,1
S01290,I049,analysis surveying python writing,writing seo design presentation,6.51,5000,GEN,M,0,0,0
S03103,I016,writing presentation java pcb_design backend,manufacturing python,6.59,5000,GEN,F,0,0,0
S00369,I013,networking analysis,surveying analysis construction_management design,6.84,5000,GEN,M,0,1,1
S03884,I060,design presentation social_media construction_management financial_modeling,design pcb_design analysis python,8.81,5000,GEN,M,1,1,1
S01444,I011,social_media communication presentation cloud python,communication analysis,9.09,5000,OBC,F,0,0,0
S01193,I009,ml frontend surveying,design autocad,5.81,5000,GEN,F,0,0,0
S03461,I012,ml presentation surveying communication,writing excel seo,6.52,5000,GEN,F,0,0,0
S03368,I023,sql presentation,ml frontend sql java,6.41,5000,GEN,M,0,0,0
S02148,I037,financial_modeling networking seo,networking python cloud backend,7.81,5000,GEN,F,1,0,0
S01829,I016,ml financial_modeling communication cad_modelling design,manufacturing python,7.44,5000,GEN,F,1,0,0
S01928,I016,communication social_media writing frontend,manufacturing python,6.47,5000,OBC,F,1,0,0
S02685,I023,excel writing ml,ml frontend sql java,6.47,5000,OBC,F,0,0,0
S00752,I058,autocad manufacturing surveying,cloud sql,7.82,5000,GEN,M,0,0,0
S03688,I049,financial_modeling excel,writing seo design presentation,7.82,5000,GEN,M,1,0,0
S00567,I045,sql analysis backend cloud,communication analysis excel,6.55,5000,GEN,M,0,1,1
S03103,I001,writing presentation java pcb_design backend,manufacturing design cad_modelling autocad,6.59,5000,GEN,F,0,0,0
S02687,I031,ml java,sql analysis,6.33,5000,GEN,M,0,0,0
S00696,I053,ml java backend presentation,backend sql cloud,6.34,5000,GEN,M,0,0,0
S03945,I030,excel analysis frontend design surveying,python sql java cloud,6.37,5000,OBC,F,1,0,0
S01035,I025,communication seo cloud writing,surveying design,6.52,5000,GEN,F,1,0,0
S01802,I029,networking social_media,design communication,5.12,5000,GEN,F,1,0,0
S01259,I013,networking cad_modelling surveying java,surveying analysis construction_management design,9.1,5000,GEN,M,1,0,0
S01075,I014,analysis manufacturing social_media writing ml,backend python frontend,6.19,5000,OBC,F,0,0,0
S03803,I038,analysis pcb_design java,sql analysis,7.81,5000,SC,F,0,0,0
S02066,I025,construction_management design surveying pcb_design financial_modeling,surveying design,7.34,5000,SC,M,1,0,0
S03473,I028,analysis sql financial_modeling python ml,design analysis cad_modelling,6.84,5000,GEN,F,1,0,0
S01569,I008,frontend java analysis,networking manufacturing python design,6.82,5000,GEN,M,1,0,0
S01766,I017,design python,analysis presentation,6.96,5000,ST,F,1,0,0
S01639,I017,excel financial_modeling,analysis presentation,6.43,5000,GEN,M,0,0,0
S01122,I013,manufacturing pcb_design sql ml presentation,surveying analysis construction_management design,6.61,5000,GEN,F,0,0,0
S00305,I034,cloud java,design python manufacturing,6.42,5000,GEN,M,1,0,0
S03483,I022,excel design backend,writing seo,6.84,5000,SC,F,0,0,0
S02496,I049,communication excel financial_modeling backend,writing seo design presentation,7.7,5000,GEN,F,0,0,0
S00915,I010,sql communication financial_modeling,presentation sql,7.62,5000,SC,F,1,0,0
S03315,I048,ml design,ml java,8.27,5000,SC,M,0,1,1
S03318,I055,design social_media,cloud ml backend python,7.32,5000,GEN,F,0,0,0
S02800,I033,java cloud presentation,python design analysis,5.61,5000,OBC,F,0,0,0
S00504,I054,excel analysis,networking sql frontend backend,7.33,5000,OBC,F,0,0,0
S02889,I058,seo excel autocad,cloud sql,6.96,5000,OBC,F,0,1,0
S03899,I044,presentation sql social_media cad_modelling communication,sql presentation financial_modeling,8.07,5000,OBC,F,0,0,0
S03306,I049,excel writing surveying seo construction_management,writing seo design presentation,6.48,5000,SC,F,1,0,0
S01403,I022,cloud networking presentation excel,writing seo,5.66,5000,GEN,M,0,0,0
S00428,I041,python autocad excel backend construction_management,communication design excel seo,7.47,5000,GEN,M,1,0,0
S01060,I016,analysis ml java python seo,manufacturing python,6.75,5000,SC,M,0,0,0
S03085,I001,autocad design presentation,manufacturing design cad_modelling autocad,6.37,5000,GEN,F,0,0,0
S02358,I007,communication python,manufacturing design networking pcb_design,6.94,5000,OBC,M,1,0,0
S03105,I047,construction_management surveying frontend social_media,cad_modelling design manufacturing,7.43,5000,GEN,F,1,0,0
S02158,I050,design analysis seo construction_management writing,ml frontend networking,7.48,5000,GEN,F,1,1,1
S00053,I024,cloud backend,python pcb_design design,7.92,5000,OBC,F,0,0,0
S03825,I055,design ml java,cloud ml backend python,7.87,5000,GEN,F,0,0,0
S03106,I044,surveying autocad,sql presentation financial_modeling,5.72,5000,ST,M,0,0,0
S03110,I035,python frontend surveying design cloud,presentation financial_modeling,5.62,5000,SC,M,0,0,0
S01459,I028,analysis presentation networking ml,design analysis cad_modelling,7.28,5000,GEN,M,0,0,0
S00375,I053,analysis java python pcb_design,backend sql cloud,6.74,5000,GEN,M,1,0,0
S02219,I045,surveying construction_management seo backend,communication analysis excel,6.4,5000,GEN,F,0,1,0
S01700,I052,design construction_management autocad,cloud ml frontend,5.45,5000,GEN,F,0,0,0
S02544,I055,analysis writing communication networking excel,cloud ml backend python,6.06,5000,GEN,M,1,0,0
S03258,I009,financial_modeling communication design frontend,design autocad,5.38,5000,ST,F,0,0,0
S02588,I059,analysis design social_media,analysis design manufacturing autocad,6.02,5000,GEN,M,0,0,0
S00509,I053,social_media seo design presentation,backend sql cloud,6.48,5000,GEN,M,0,0,0
S02596,I041,writing communication social_media,communication design excel seo,8.29,5000,GEN,F,0,0,0
S03301,I030,python networking presentation writing,python sql java cloud,6.08,5000,GEN,M,1,0,0
S02127,I043,frontend analysis networking seo,presentation seo communication writing,5.23,5000,GEN,M,0,0,0
S00391,I012,financial_modeling java seo python,writing excel seo,8.25,5000,GEN,F,1,0,0
S02141,I043,design pcb_design cloud presentation analysis,presentation seo communication writing,6.84,5000,GEN,F,1,0,0
S03776,I021,communication sql excel,design manufacturing autocad cad_modelling,7.14,5000,OBC,M,1,0,0
S03136,I040,frontend backend networking seo java,social_media design writing,8.33,5000,OBC,F,1,0,0
S02045,I044,cloud networking python,sql presentation financial_modeling,5.46,5000,OBC,M,1,0,0
S03330,I016,presentation financial_modeling excel design,manufacturing python,8.09,5000,OBC,M,0,1,1
S00915,I015,sql communication financial_modeling,communication presentation excel,7.62,5000,SC,F,1,0,0
S02646,I009,construction_management design analysis frontend pcb_design,design autocad,6.05,5000,GEN,M,1,0,0
S00098,I045,pcb_design python java communication sql,communication analysis excel,7.47,5000,OBC,M,1,1,1
S03825,I036,design ml java,frontend python,7.87,5000,GEN,F,0,0,0
S01868,I001,communication manufacturing backend excel writing,manufacturing design cad_modelling autocad,5.99,5000,OBC,M,1,0,0
S03792,I005,excel presentation analysis,design analysis construction_management,7.28,5000,OBC,M,1,0,0
S02137,I043,writing excel financial_modeling cad_modelling,presentation seo communication writing,7.59,5000,GEN,M,1,0,0
S00625,I014,design social_media,backend python frontend,7.08,5000,GEN,F,1,0,0
S03937,I015,analysis cad_modelling financial_modeling construction_management pcb_design,communication presentation excel,8.56,5000,GEN,M,0,0,0
S03813,I044,communication social_media cad_modelling autocad analysis,sql presentation financial_modeling,5.06,5000,SC,F,0,0,0
S01059,I037,python ml manufacturing construction_management design,networking python cloud backend,8.39,5000,ST,M,0,1,0
S00449,I030,seo excel,python sql java cloud,7.62,5000,GEN,F,1,0,0
S03018,I019,writing excel,construction_management analysis surveying autocad,7.43,5000,ST,F,1,0,0
S02701,I042,design seo social_media manufacturing,communication excel presentation,9.76,5000,SC,F,1,0,0
S03609,I035,presentation seo communication python excel,presentation financial_modeling,7.12,5000,GEN,F,1,1,1
S01026,I012,autocad manufacturing,writing excel seo,7.12,5000,OBC,M,1,0,0
S03577,I010,cad_modelling social_media pcb_design,presentation sql,6.07,5000,GEN,F,0,0,0
S02948,I043,writing social_media seo,presentation seo communication writing,6.49,5000,GEN,F,1,0,0
S02851,I045,autocad design,communication analysis excel,4.93,5000,GEN,M,0,0,0
S02751,I060,communication ml financial_modeling backend writing,design pcb_design analysis python,10.0,5000,GEN,M,0,1,0
S00535,I023,design pcb_design,ml frontend sql java,7.13,5000,GEN,M,1,0,0
S02391,I040,python manufacturing excel cad_modelling communication,social_media design writing,8.45,5000,OBC,M,0,0,0
S03818,I001,surveying analysis design java,manufacturing design cad_modelling autocad,6.8,5000,GEN,M,0,0,0
S00304,I053,autocad seo cloud,backend sql cloud,6.09,5000,GEN,F,0,0,0
S03242,I044,networking excel communication analysis surveying,sql presentation financial_modeling,6.01,5000,OBC,M,0,0,0
S01046,I059,analysis construction_management python design social_media,analysis design manufacturing autocad,7.02,5000,GEN,M,0,1,1
S03660,I024,excel presentation communication frontend financial_modeling,python pcb_design design,9.5,5000,GEN,M,0,0,0
S02493,I016,seo surveying,manufacturing python,5.22,5000,GEN,F,1,0,0
S02090,I016,financial_modeling sql frontend communication social_media,manufacturing python,4.87,5000,OBC,F,0,0,0
S00900,I044,writing social_media design,sql presentation financial_modeling,6.47,5000,GEN,F,0,0,0
S03010,I018,design autocad excel sql,python java backend,5.25,5000,OBC,M,1,0,0
S03739,I033,frontend python sql seo writing,python design analysis,7.37,5000,OBC,M,0,0,0
S01230,I036,analysis java,frontend python,6.92,5000,ST,O,1,0,0
S02299,I036,social_media communication construction_management seo analysis,frontend python,8.31,5000,GEN,M,0,0,0
S02437,I023,manufacturing java cad_modelling autocad cloud,ml frontend sql java,6.4,5000,GEN,M,0,0,0
S00989,I052,presentation surveying java,cloud ml frontend,6.98,5000,GEN,M,1,0,0
S03663,I056,manufacturing cad_modelling analysis sql design,ml networking python,7.96,5000,GEN,F,0,0,0
S00815,I010,sql financial_modeling communication,presentation sql,8.53,5000,GEN,M,0,0,0
S02766,I037,sql cloud ml social_media,networking python cloud backend,6.99,5000,GEN,M,1,0,0
S02328,I035,presentation writing design,presentation financial_modeling,8.27,5000,GEN,M,1,1,0
S00701,I006,financial_modeling communication surveying,manufacturing cad_modelling analysis design,6.16,5000,OBC,M,0,0,0
S01897,I059,design analysis surveying pcb_design backend,analysis design manufacturing autocad,6.47,5000,GEN,M,0,0,0
S01562,I029,design sql,design communication,6.2,5000,OBC,F,0,0,0
S02715,I047,seo social_media frontend communication python,cad_modelling design manufacturing,7.66,5000,SC,F,1,0,0
S00264,I053,seo financial_modeling excel communication cad_modelling,backend sql cloud,6.06,5000,OBC,M,1,0,0
S03295,I012,excel sql python,writing excel seo,5.1,5000,OBC,M,1,0,0
S00107,I029,networking construction_management,design communication,7.01,5000,GEN,M,0,0,0
S03530,I034,frontend networking java communication excel,design python manufacturing,5.65,5000,OBC,M,1,1,0
S02881,I048,frontend writing,ml java,6.23,5000,OBC,M,0,0,0
S03369,I023,networking java cloud backend excel,ml frontend sql java,7.69,5000,OBC,M,1,0,0
S00970,I006,analysis presentation sql excel,manufacturing cad_modelling analysis design,6.32,5000,GEN,M,1,0,0
S03468,I040,autocad ml,social_media design writing,6.12,5000,GEN,F,1,0,0
S03698,I017,communication autocad writing backend,analysis presentation,5.6,5000,GEN,M,0,0,0
S03112,I042,excel communication analysis cloud,communication excel presentation,7.84,5000,GEN,M,0,0,0
S02298,I029,financial_modeling autocad,design communication,5.09,5000,GEN,M,1,0,0
S03447,I031,manufacturing analysis,sql analysis,7.48,5000,GEN,F,1,0,0
S01489,I033,writing backend communication construction_management,python design analysis,7.3,5000,GEN,F,0,0,0
S01297,I017,python analysis pcb_design ml cloud,analysis presentation,5.27,5000,GEN,M,1,0,0
S02245,I001,networking design communication,manufacturing design cad_modelling autocad,5.02,5000,GEN,M,0,1,0
S03723,I031,presentation sql communication frontend,sql analysis,5.71,5000,OBC,M,0,0,0
S02228,I022,sql autocad cad_modelling java networking,writing seo,7.19,5000,GEN,M,0,0,0
S03993,I049,analysis design backend java,writing seo design presentation,6.22,5000,SC,M,1,0,0
S01496,I025,design backend java cad_modelling financial_modeling,surveying design,6.35,5000,GEN,M,1,0,0
S00303,I005,excel analysis financial_modeling,design analysis construction_management,6.76,5000,OBC,M,0,1,0
S01329,I060,java surveying,design pcb_design analysis python,7.7,5000,OBC,M,1,0,0
S02286,I032,analysis seo presentation sql,construction_management surveying autocad design,7.28,5000,OBC,F,1,1,1
S00977,I050,design analysis construction_management seo,ml frontend networking,8.11,5000,GEN,F,0,0,0
S00080,I003,cad_modelling autocad,ml sql networking python,7.07,5000,ST,M,1,0,0
S02359,I042,financial_modeling networking,communication excel presentation,7.4,5000,OBC,M,0,0,0
S00830,I047,sql analysis manufacturing,cad_modelling design manufacturing,5.7,5000,SC,F,0,0,0
S03172,I015,excel communication,communication presentation excel,7.09,5000,SC,F,0,0,0
S01309,I035,financial_modeling backend manufacturing,presentation financial_modeling,6.62,5000,GEN,M,0,0,0
S01014,I040,cloud analysis,social_media design writing,8.7,5000,OBC,M,1,0,0
S00253,I020,financial_modeling analysis,financial_modeling excel presentation,8.06,5000,OBC,M,1,1,0
S03733,I019,writing communication pcb_design analysis presentation,construction_management analysis surveying autocad,5.56,5000,GEN,M,1,0,0
S02302,I036,communication presentation frontend ml surveying,frontend python,7.08,5000,GEN,F,0,0,0
S00027,I012,financial_modeling sql analysis cad_modelling cloud,writing excel seo,6.88,5000,GEN,M,1,0,0
S01921,I044,social_media writing,sql presentation financial_modeling,6.78,5000,GEN,F,0,0,0
S03662,I052,excel ml communication,cloud ml frontend,8.32,5000,GEN,M,0,1,1
S00847,I031,communication excel financial_modeling,sql analysis,6.22,5000,GEN,F,0,0,0
S02759,I030,java backend,python sql java cloud,6.15,5000,ST,F,1,0,0
S03798,I006,seo excel,manufacturing cad_modelling analysis design,8.2,5000,OBC,F,1,0,0
S00182,I013,analysis networking java design python,surveying analysis construction_management design,7.12,5000,GEN,F,0,0,0
S02890,I052,excel sql financial_modeling,cloud ml frontend,5.6,5000,GEN,F,1,0,0
S03853,I042,pcb_design writing construction_management java,communication excel presentation,7.44,5000,GEN,F,0,1,0
S02018,I020,communication sql presentation,financial_modeling excel presentation,5.78,5000,GEN,M,1,0,0
S02556,I016,frontend sql construction_management,manufacturing python,6.12,5000,SC,M,0,0,0
S00361,I045,presentation financial_modeling autocad,communication analysis excel,6.21,5000,GEN,M,0,0,0
S03299,I054,backend frontend sql,networking sql frontend backend,7.72,5000,OBC,M,0,0,0
S01077,I045,sql java python ml,communication analysis excel,7.55,5000,OBC,M,1,0,0
S00059,I007,python writing manufacturing analysis autocad,manufacturing design networking pcb_design,7.3,5000,OBC,F,1,0,0
S00477,I007,python cloud sql autocad analysis,manufacturing design networking pcb_design,6.55,5000,GEN,M,0,0,0
S01602,I007,ml cloud writing,manufacturing design networking pcb_design,6.73,5000,OBC,F,1,0,0
S01327,I027,communication frontend cad_modelling,autocad construction_management analysis,7.5,5000,ST,M,1,1,1
S03601,I013,analysis python pcb_design surveying cloud,surveying analysis construction_management design,6.48,5000,GEN,M,0,1,1
S00237,I013,frontend cloud java,surveying analysis construction_management design,6.89,5000,GEN,M,0,0,0
S00794,I018,java frontend ml communication design,python java backend,6.39,5000,OBC,M,0,1,1
S01283,I029,backend frontend construction_management,design communication,4.4,5000,OBC,M,0,0,0
S01028,I003,pcb_design analysis,ml sql networking python,6.25,5000,ST,M,1,0,0
S02755,I005,networking ml cloud,design analysis construction_management,6.32,5000,SC,F,1,0,0
S00034,I030,design presentation seo financial_modeling frontend,python sql java cloud,7.61,5000,GEN,F,0,0,0
S01527,I020,excel analysis,financial_modeling excel presentation,7.39,5000,OBC,M,0,0,0
S00780,I006,analysis excel cloud,manufacturing cad_modelling analysis design,7.39,5000,GEN,M,1,0,0
S01005,I047,design presentation seo construction_management backend,cad_modelling design manufacturing,7.51,5000,GEN,F,0,1,1
S03674,I026,financial_modeling autocad pcb_design frontend,networking pcb_design design,8.42,5000,GEN,F,0,0,0
S01984,I008,excel analysis,networking manufacturing python design,8.63,5000,OBC,M,1,0,0
S03159,I027,presentation financial_modeling,autocad construction_management analysis,6.25,5000,ST,M,1,0,0
S02510,I033,frontend ml networking seo,python design analysis,7.66,5000,GEN,F,0,0,0
S00540,I002,backend ml frontend construction_management communication,autocad analysis,6.93,5000,OBC,M,0,0,0
S00393,I042,cloud sql java autocad,communication excel presentation,5.59,5000,OBC,F,0,0,0
S02500,I025,excel communication financial_modeling surveying,surveying design,7.68,5000,OBC,M,0,0,0
S00153,I043,analysis manufacturing frontend,presentation seo communication writing,9.12,5000,OBC,M,0,1,1
S02299,I011,social_media communication construction_management seo analysis,communication analysis,8.31,5000,GEN,M,0,0,0
S02978,I043,java backend excel surveying,presentation seo communication writing,7.7,5000,OBC,F,1,0,0
S00761,I012,excel financial_modeling pcb_design cad_modelling,writing excel seo,5.79,5000,GEN,M,0,0,0
S03756,I049,financial_modeling sql analysis,writing seo design presentation,8.82,5000,ST,M,1,0,0
S00147,I007,python ml,manufacturing design networking pcb_design,7.5,5000,GEN,M,0,0,0
S01965,I030,manufacturing networking design python,python sql java cloud,6.67,5000,OBC,F,1,0,0
S01128,I059,analysis autocad design sql networking,analysis design manufacturing autocad,7.51,5000,GEN,M,1,0,0
S03240,I034,pcb_design analysis networking,design python manufacturing,8.41,5000,ST,M,1,0,0
S01791,I024,presentation seo design,python pcb_design design,7.98,5000,OBC,F,0,0,0
S01665,I009,java autocad pcb_design,design autocad,7.32,5000,ST,F,1,0,0
S02537,I040,seo manufacturing,social_media design writing,6.79,5000,GEN,F,0,0,0
S02951,I017,communication construction_management ml,analysis presentation,9.94,5000,GEN,M,0,0,0
S03535,I043,autocad analysis,presentation seo communication writing,6.4,5000,SC,M,0,0,0
S02366,I044,sql ml,sql presentation financial_modeling,7.57,5000,GEN,F,0,0,0
S02563,I038,sql autocad frontend networking social_media,sql analysis,7.37,5000,SC,O,1,0,0
S01528,I041,design python sql social_media presentation,communication design excel seo,8.09,5000,ST,F,0,0,0
S01969,I026,excel presentation,networking pcb_design design,6.82,5000,OBC,M,1,0,0
S03916,I006,cloud python sql writing,manufacturing cad_modelling analysis design,7.9,5000,GEN,M,0,0,0
S02121,I042,construction_management financial_modeling python pcb_design frontend,communication excel presentation,6.02,5000,OBC,F,1,0,0
S02161,I029,sql construction_management python writing networking,design communication,8.24,5000,GEN,F,1,0,0
S02488,I003,communication analysis financial_modeling,ml sql networking python,4.78,5000,SC,M,0,0,0
S03936,I020,financial_modeling autocad,financial_modeling excel presentation,8.0,5000,GEN,M,0,1,0
S01196,I056,frontend financial_modeling sql seo,ml networking python,7.6,5000,GEN,M,1,0,0
S00781,I015,analysis frontend,communication presentation excel,6.98,5000,SC,M,1,0,0
S03922,I011,sql financial_modeling,communication analysis,8.81,5000,OBC,M,1,0,0
S02874,I004,sql frontend ml presentation,surveying construction_management autocad design,6.29,5000,GEN,F,0,0,0
S00635,I032,presentation financial_modeling,construction_management surveying autocad design,6.93,5000,SC,M,0,1,1
S03108,I042,backend java sql,communication excel presentation,8.6,5000,GEN,F,0,1,1
S03950,I002,backend cloud python communication construction_management,autocad analysis,5.22,5000,GEN,M,0,0,0
S03632,I008,seo social_media design,networking manufacturing python design,6.67,5000,GEN,M,1,0,0
S03798,I014,seo excel,backend python frontend,8.2,5000,OBC,F,1,0,0
S03094,I028,design writing autocad,design analysis cad_modelling,6.5,5000,GEN,F,1,1,0
S00729,I043,design excel autocad construction_management,presentation seo communication writing,5.91,5000,SC,M,0,0,0
S01616,I027,networking backend java,autocad construction_management analysis,7.48,5000,GEN,M,1,1,1
S03520,I018,autocad analysis excel,python java backend,7.36,5000,GEN,M,0,0,0
S00977,I019,design analysis construction_management seo,construction_management analysis surveying autocad,8.11,5000,GEN,F,0,0,0
S02233,I029,construction_management python,design communication,9.02,5000,GEN,M,1,0,0
S02461,I053,analysis design pcb_design autocad,backend sql cloud,7.99,5000,GEN,F,1,0,0
S00960,I026,social_media presentation,networking pcb_design design,8.52,5000,GEN,M,0,0,0
S00649,I007,networking cloud python java writing,manufacturing design networking pcb_design,9.4,5000,ST,F,0,0,0
S02171,I027,sql communication excel design seo,autocad construction_management analysis,6.63,5000,GEN,F,0,0,0
S03682,I052,frontend cloud,cloud ml frontend,7.81,5000,GEN,M,0,0,0
S01628,I027,financial_modeling presentation,autocad construction_management analysis,6.5,5000,ST,F,0,0,0
S01572,I019,writing manufacturing sql,construction_management analysis surveying autocad,6.76,5000,ST,M,0,0,0
S02084,I021,cad_modelling manufacturing python writing analysis,design manufacturing autocad cad_modelling,8.45,5000,ST,M,1,1,1
S03500,I033,java networking sql surveying communication,python design analysis,8.87,5000,SC,M,1,0,0
S01517,I058,autocad analysis excel,cloud sql,7.34,5000,GEN,M,1,0,0
S01037,I002,writing python construction_management excel,autocad analysis,8.61,5000,GEN,M,1,0,0
S00249,I028,sql financial_modeling analysis java,design analysis cad_modelling,9.06,5000,ST,M,0,0,0
S01250,I029,design writing seo,design communication,6.81,5000,GEN,F,0,0,0
S02728,I057,cloud backend frontend communication,backend sql cloud ml,5.81,5000,OBC,F,1,0,0
S00733,I006,design sql autocad seo financial_modeling,manufacturing cad_modelling analysis design,7.19,5000,ST,F,1,0,0
S02661,I029,manufacturing python construction_management autocad surveying,design communication,7.08,5000,GEN,M,1,0,0
S01776,I011,python cad_modelling,communication analysis,6.1,5000,SC,M,0,0,0
S03293,I043,manufacturing python design java,presentation seo communication writing,5.9,5000,OBC,O,1,1,1
S00267,I005,java manufacturing autocad,design analysis construction_management,6.47,5000,SC,M,1,0,0
S02308,I003,social_media communication ml surveying,ml sql networking python,6.41,5000,ST,F,1,0,0
S01216,I059,frontend sql cloud,analysis design manufacturing autocad,6.17,5000,OBC,F,1,1,1
S03791,I028,presentation sql excel,design analysis cad_modelling,8.43,5000,SC,F,0,0,0
S01642,I023,python cloud sql writing,ml frontend sql java,5.87,5000,GEN,M,1,0,0
S00572,I052,communication analysis presentation ml social_media,cloud ml frontend,6.95,5000,OBC,M,0,0,0
S02456,I041,design communication social_media,communication design excel seo,8.2,5000,GEN,F,0,1,1
S03477,I029,sql cad_modelling cloud analysis,design communication,8.58,5000,GEN,F,0,1,0
S01465,I038,ml networking,sql analysis,6.2,5000,SC,M,1,0,0
S02578,I052,analysis sql design ml,cloud ml frontend,7.01,5000,SC,M,0,1,0
S03962,I019,ml frontend communication sql backend,construction_management analysis surveying autocad,7.03,5000,GEN,F,0,0,0
S01615,I033,networking writing,python design analysis,6.47,5000,GEN,M,0,0,0
S03666,I057,excel financial_modeling construction_management pcb_design surveying,backend sql cloud ml,8.18,5000,GEN,M,0,0,0
S00552,I031,design construction_management,sql analysis,7.35,5000,ST,M,1,0,0
S01381,I013,communication sql,surveying analysis construction_management design,6.87,5000,GEN,F,1,0,0
S01273,I023,cloud java,ml frontend sql java,8.98,5000,ST,F,0,0,0
S02589,I027,autocad analysis construction_management python,autocad construction_management analysis,6.81,5000,GEN,F,0,0,0
S00238,I038,analysis manufacturing,sql analysis,8.24,5000,SC,M,1,0,0
S02559,I010,writing design social_media sql,presentation sql,6.78,5000,GEN,F,0,0,0
S03589,I043,communication social_media construction_management backend pcb_design,presentation seo communication writing,6.49,5000,GEN,F,0,1,1
S01382,I019,design networking backend cad_modelling seo,construction_management analysis surveying autocad,7.83,5000,GEN,F,0,0,0
S00849,I060,design presentation frontend,design pcb_design analysis python,6.11,5000,OBC,M,1,1,1
S00623,I038,financial_modeling frontend construction_management design surveying,sql analysis,6.95,5000,GEN,M,1,0,0
S03433,I048,communication analysis sql,ml java,7.26,5000,SC,F,0,1,0
S01651,I014,networking frontend manufacturing construction_management python,backend python frontend,6.88,5000,GEN,F,0,1,0
S02444,I001,cad_modelling cloud ml pcb_design,manufacturing design cad_modelling autocad,6.68,5000,OBC,M,0,0,0
S01354,I015,networking frontend ml excel cloud,communication presentation excel,6.95,5000,OBC,M,0,0,0
S00494,I044,social_media writing analysis manufacturing design,sql presentation financial_modeling,8.19,5000,GEN,M,0,0,0
S01463,I005,presentation communication autocad java cad_modelling,design analysis construction_management,5.68,5000,GEN,F,0,0,0
S03386,I002,python writing surveying cloud excel,autocad analysis,6.37,5000,GEN,F,1,0,0
S03236,I033,design social_media backend excel python,python design analysis,6.95,5000,GEN,F,1,1,1
S00690,I004,analysis sql,surveying construction_management autocad design,7.44,5000,OBC,M,0,0,0
S02483,I008,analysis construction_management design surveying,networking manufacturing python design,5.94,5000,GEN,M,0,0,0
S03126,I009,java financial_modeling sql ml writing,design autocad,7.21,5000,GEN,M,0,0,0
S00120,I006,construction_management frontend networking ml cloud,manufacturing cad_modelling analysis design,5.75,5000,GEN,M,0,0,0
S01777,I031,communication excel analysis frontend,sql analysis,4.09,5000,OBC,F,1,0,0
S01684,I019,python surveying ml design sql,construction_management analysis surveying autocad,7.2,5000,OBC,F,0,0,0
S01423,I028,sql python,design analysis cad_modelling,6.87,5000,GEN,F,1,1,1
S03814,I045,design autocad,communication analysis excel,4.62,5000,GEN,F,0,0,0
S00136,I021,networking financial_modeling java surveying,design manufacturing autocad cad_modelling,5.13,5000,OBC,F,0,0,0
S02965,I045,manufacturing financial_modeling backend java,communication analysis excel,6.03,5000,SC,F,1,0,0
S03979,I026,communication seo design,networking pcb_design design,7.14,5000,GEN,F,0,0,0
S01055,I060,python networking seo frontend,design pcb_design analysis python,7.97,5000,OBC,M,0,0,0
S01385,I006,design seo manufacturing frontend ml,manufacturing cad_modelling analysis design,6.5,5000,OBC,F,1,0,0
S00108,I057,frontend networking,backend sql cloud ml,8.45,5000,GEN,M,0,0,0
